,Image,Label
2757,"[[22 24 23 ... 36 35 36]
 [22 22 21 ... 36 35 36]
 [22 22 21 ... 35 35 36]
 ...
 [18 16 12 ... 28 28 28]
 [18 15 14 ... 28 28 28]
 [18 15 14 ... 28 28 28]]",Pneumonia
2758,"[[158 162 173 ... 210 214 217]
 [169 171 178 ... 214 214 213]
 [164 165 168 ... 207 207 205]
 ...
 [ 96 101 110 ...  31  32  39]
 [115 119  84 ...  31  31  31]
 [103  91  99 ...  31  31  31]]",Pneumonia
2759,"[[131 170 146 ...  84  80  81]
 [128 147 162 ...  81  78  76]
 [155 136 163 ...  29  26  78]
 ...
 [ 33  32  31 ...  34  34  35]
 [ 33  33  32 ...  34  34  34]
 [ 33  33  32 ...  34  34  34]]",Pneumonia
2760,"[[ 0  0  0 ...  7  3  2]
 [ 1  1  0 ...  9  3  1]
 [ 1  1  0 ...  8  3  0]
 ...
 [10 10  9 ...  9  8  9]
 [10 10  9 ...  9  8  9]
 [ 9  9  9 ...  9  9  9]]",Pneumonia
2761,"[[ 0  0  0 ... 59 54 49]
 [ 0  0  0 ... 56 53 43]
 [ 0  0  0 ... 54 50 36]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
2762,"[[  0   0   0 ...   9 164   4]
 [  0   0   0 ... 201   1   2]
 [  0   0   0 ...   3   4   5]
 ...
 [  5   4  18 ...   0   0   0]
 [  0   0  14 ...   0   0   0]
 [  4  15  85 ...   0   0   0]]",Pneumonia
2763,"[[124 106 110 ...  74  71  71]
 [118 101 105 ...  76  75  72]
 [111 105 120 ...  80  71  73]
 ...
 [146 150 153 ...  78  74  45]
 [145 149 151 ...  76  70  46]
 [143 150 150 ...  76  72  47]]",Pneumonia
2764,"[[ 46  51  67 ... 182 162 154]
 [ 42  50  64 ... 163 152 168]
 [ 36  45  61 ... 146 144 169]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Pneumonia
2765,"[[52 50 54 ... 60 56 56]
 [52 52 58 ... 60 58 56]
 [57 54 59 ... 61 59 58]
 ...
 [14 13 15 ... 22 23 23]
 [15 15 14 ... 22 23 23]
 [16 18 14 ... 22 23 23]]",Pneumonia
2766,"[[72 75 73 ... 53 52 49]
 [72 72 75 ... 54 53 48]
 [79 78 80 ... 53 50 51]
 ...
 [12  7  3 ... 15 15 15]
 [10  9  1 ... 15 15 15]
 [10  7  0 ... 15 15 15]]",Pneumonia
2767,"[[32 34 38 ... 19 10  8]
 [31 34 40 ... 24 15 12]
 [28 29 33 ... 23 18  7]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
2768,"[[ 0  1 10 ... 29 73 58]
 [ 0  0  1 ... 20 58 10]
 [ 0  0  0 ... 43 64 18]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
2769,"[[32 53 29 ... 16 17 17]
 [43 43 11 ... 16 17 17]
 [51 31 30 ... 16 16 16]
 ...
 [16 14 13 ... 16 16 16]
 [15 14 13 ... 15 15 15]
 [15 14 13 ... 15 15 15]]",Pneumonia
2770,"[[122 128 129 ... 136 128 126]
 [122 125 133 ... 137 129 124]
 [124 129 128 ... 136 131 132]
 ...
 [ 69  81  93 ... 126 119 112]
 [ 69  79  95 ... 127 121 112]
 [ 68  83  95 ... 128 122 112]]",Pneumonia
2771,"[[  8  15  18 ...  77  83 155]
 [  7  13  17 ...  76 113 160]
 [  7  12  16 ...  78 125 162]
 ...
 [ 17  30  45 ...   4   5   5]
 [ 17  29  52 ...   5   5   5]
 [ 18  30  56 ...   5   5   5]]",Pneumonia
2772,"[[69 68 71 ... 36 32 33]
 [68 73 73 ... 42 35 31]
 [81 73 76 ... 46 37 33]
 ...
 [10 28 41 ... 24 24 24]
 [ 9 31 41 ... 24 24 24]
 [ 7 33 43 ... 24 24 24]]",Pneumonia
2773,"[[16 15 15 ... 32 22  0]
 [13 13 13 ... 33 28 17]
 [13 12 11 ... 35 30 24]
 ...
 [26 25 24 ... 23 24 21]
 [25 25 25 ... 23 23 24]
 [25 25 25 ... 23 23 24]]",Pneumonia
2774,"[[ 11 253 255 ... 105 104   6]
 [ 10 254 255 ...   5  11   7]
 [ 10 253 253 ...   9   8   5]
 ...
 [  7   9   8 ...   6   7   4]
 [  7   7   5 ...   6   6   6]
 [ 13 193 242 ...   6   6   6]]",Pneumonia
2775,"[[ 57  71  71 ...  86  80  64]
 [ 55  74  81 ...  82  75  61]
 [ 56  69  82 ...  88  75  64]
 ...
 [  1  20  32 ... 245 184   0]
 [  0  21  35 ...   5   6   0]
 [  2  21  32 ...   0   0   0]]",Pneumonia
2776,"[[  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ... 164 254   0]
 [  0   0   0 ...  14   1   0]
 [  0   0   0 ...   0   0   0]]",Pneumonia
2777,"[[36 40 48 ... 88 53 55]
 [43 53 50 ... 81 92 52]
 [44 47 55 ... 82 95 54]
 ...
 [30 31 30 ... 25 27 29]
 [31 31 30 ... 27 29 29]
 [31 30 28 ... 26 28 28]]",Pneumonia
2778,"[[16 17 16 ... 72 62 69]
 [17 16 16 ... 76 65 76]
 [15 15 18 ... 80 74 72]
 ...
 [17 18 18 ... 41 43 46]
 [17 18 18 ... 42 43 46]
 [18 18 18 ... 41 43 46]]",Pneumonia
2779,"[[ 0  0  0 ...  7  2  0]
 [ 0  0  1 ...  7  1  0]
 [ 0  0  0 ...  5  2  0]
 ...
 [ 8  8  9 ...  8  8  8]
 [ 7  9  8 ...  8  8  4]
 [12  9  8 ...  8  8 11]]",Pneumonia
2780,"[[207 205 204 ...  59  92 119]
 [208 205 205 ...  57  77 101]
 [205 205 206 ...  51  56 117]
 ...
 [199 201  80 ...  25  51 140]
 [199 203  76 ...  23  54 119]
 [200 203  74 ...  26  59 121]]",Pneumonia
2781,"[[48 67 51 ... 29 26 26]
 [57 66 53 ... 27 26 26]
 [68 59 54 ... 27 26 27]
 ...
 [37 35 38 ... 38 37 31]
 [36 36 41 ... 38 35 31]
 [41 36 36 ... 38 32 32]]",Pneumonia
2782,"[[0 1 1 ... 0 0 0]
 [0 1 1 ... 0 0 0]
 [0 0 1 ... 0 0 0]
 ...
 [2 0 0 ... 0 0 2]
 [1 0 0 ... 0 0 1]
 [0 0 0 ... 0 0 0]]",Pneumonia
2783,"[[20 26 31 ... 38 52 58]
 [21 27 31 ... 36 41 52]
 [28 31 35 ... 62 67 79]
 ...
 [27 43 54 ...  0  0  2]
 [30 45 52 ...  0  0  0]
 [32 38 54 ...  0  0  0]]",Pneumonia
2784,"[[34 36 39 ... 79 74 86]
 [34 38 44 ... 86 96 98]
 [35 38 41 ... 91 85 82]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
2785,"[[ 0  5 11 ...  0  0  0]
 [ 0  4 15 ...  0  0  0]
 [ 0  4 12 ...  0  0  0]
 ...
 [ 1  0  0 ...  0  0  1]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
2786,"[[61 52 47 ... 43 52 33]
 [37 25 48 ... 57 46 31]
 [22 23 28 ... 60 37 29]
 ...
 [30 30 29 ... 30 30 30]
 [30 30 29 ... 30 30 30]
 [30 30 29 ... 30 30 30]]",Pneumonia
2787,"[[ 62  59  58 ...  97  96  97]
 [ 63  62  74 ... 108  99  99]
 [ 68  65  79 ... 121 103 109]
 ...
 [ 42  41  40 ...  39  40  40]
 [ 42  38  36 ...  38  45  38]
 [ 56  40  37 ...  38  43  50]]",Pneumonia
2788,"[[ 87  84  90 ...  94  94  88]
 [ 82  89  90 ...  97  95  92]
 [ 87  90  89 ... 100  95  87]
 ...
 [ 71 123 128 ...  59  50  44]
 [ 65 110 131 ...  56  51  44]
 [ 70 105 136 ...  56  51  44]]",Pneumonia
2789,"[[ 64  69  74 ...  57  53  46]
 [ 70  77  80 ...  59  56  47]
 [ 80  81  84 ...  60  56  49]
 ...
 [ 43  20  43 ...  25  25  26]
 [163  47  45 ...  24  25  25]
 [135  25  49 ...  24  25  25]]",Pneumonia
2790,"[[  7 254   7 ...  10  10  10]
 [  7 254   7 ...  10  10  10]
 [  7 255   8 ...  10  10  10]
 ...
 [  6   6   6 ...   8   9   9]
 [  2   6   6 ...   8   8   6]
 [  6   6   6 ...   8   8   8]]",Pneumonia
2791,"[[54 55 55 ... 23 19 14]
 [54 58 58 ... 24 17 13]
 [55 55 60 ... 24 17 11]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
2792,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",Pneumonia
2793,"[[169 150 155 ...  60  78  91]
 [170 157 161 ...  61  79 114]
 [162 160 164 ...  51  92 120]
 ...
 [ 13   9   5 ...  70  75 149]
 [ 14  13   4 ...  61  93 162]
 [  9  11   6 ...  69  80 153]]",Pneumonia
2794,"[[58 60 64 ... 69 70 70]
 [59 62 65 ... 71 71 72]
 [59 62 65 ... 81 78 75]
 ...
 [40 40 40 ... 48 46 45]
 [40 40 39 ... 47 44 46]
 [40 40 39 ... 47 47 46]]",Pneumonia
2795,"[[28 29 39 ... 71 55 65]
 [28 36 38 ... 79 56 63]
 [27 38 43 ... 83 65 70]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
2796,"[[ 65  35  32 ... 104 117 135]
 [ 56  33  32 ... 117 126 160]
 [ 77  36  35 ... 119 123 134]
 ...
 [ 16  15  15 ...  16  16  16]
 [ 16  16  16 ...  16  16  16]
 [ 16  16  16 ...  16  16  16]]",Pneumonia
2797,"[[ 31  34  34 ...  72  73  88]
 [ 30  34  27 ...  67  79  77]
 [ 31  30  20 ...  49  76  74]
 ...
 [ 48  61  66 ... 106  94  88]
 [ 47  61  66 ... 104  97  87]
 [ 46  59  67 ... 105  93  83]]",Pneumonia
2798,"[[  2   5  19 ... 101  95  88]
 [  2   2  17 ... 106  98  87]
 [  3   2  16 ... 104  94  82]
 ...
 [  4   2   1 ...   2   2   7]
 [  2   1   1 ...   2   2   2]
 [  2   1   1 ...   2   2   2]]",Pneumonia
2799,"[[ 53  43  39 ...   7   0   0]
 [ 54  48  41 ... 202   0   0]
 [ 53  49  41 ... 214   0   0]
 ...
 [ 24  24  23 ...  23  24  23]
 [ 23  23  23 ...  24  23  23]
 [ 23  23  23 ...  24  23  23]]",Pneumonia
2800,"[[ 81  80  84 ... 173 178 205]
 [ 79  81  85 ... 183 171 203]
 [ 81  86  87 ... 166 164 207]
 ...
 [ 24  24  23 ...  42  61  97]
 [ 24  24  23 ...  43  61 102]
 [ 24  24  23 ...  43  61 103]]",Pneumonia
2801,"[[ 2  0  0 ... 47 41 24]
 [ 4  0  0 ... 51 45 24]
 [ 9  0  0 ... 44 47 26]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
2802,"[[ 22  33  36 ...  92 126 219]
 [ 29  31  38 ...  86 120 224]
 [ 28  32  36 ...  87 119 225]
 ...
 [ 10  10  12 ...   3  43  48]
 [ 11  11  11 ...  12  19 105]
 [ 13  13  13 ...  29  86  43]]",Pneumonia
2803,"[[ 6  4  3 ...  0  0  0]
 [ 2  1  0 ...  0  0  0]
 [ 1  0  2 ...  5  0  0]
 ...
 [14 14 14 ... 15 15 15]
 [21 14 14 ... 15 15 24]
 [14 14 14 ... 15 15 15]]",Pneumonia
2804,"[[ 1  2  7 ... 77 74 77]
 [ 1  1  2 ... 84 74 83]
 [ 0  3  3 ... 83 84 81]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
2805,"[[204 203 203 ... 205 206 207]
 [205 203 202 ... 201 204 209]
 [203 204 201 ... 202 204 211]
 ...
 [ 33  26  23 ...  19  18  17]
 [ 35  29  25 ...  80  17  19]
 [ 39  33  27 ... 132  16  21]]",Pneumonia
2806,"[[ 5  6  7 ...  6  6  0]
 [ 6  6  6 ...  6  6  0]
 [ 5  7  6 ...  6  7  0]
 ...
 [ 0  0  6 ...  8  7  8]
 [ 0  0  6 ...  9  8  7]
 [ 0  0  6 ...  9  8 10]]",Pneumonia
2807,"[[130 112  87 ...   1   1   0]
 [124 134 126 ...   1   1   0]
 [113 124 133 ...   1   1   0]
 ...
 [  0   0   0 ...   7   3   3]
 [  1   0   0 ...   8   4   3]
 [  1   0   0 ...   7   4   3]]",Pneumonia
2808,"[[40 44 47 ... 69 58 50]
 [45 49 54 ... 80 72 58]
 [46 50 57 ... 89 80 75]
 ...
 [11 11 10 ...  0  2  3]
 [11 11 10 ...  0  2  1]
 [11 11 10 ...  0  1  2]]",Pneumonia
2809,"[[126 112 124 ...  82  69  62]
 [125  98 118 ...  85  76  64]
 [126 113 106 ...  94  88  74]
 ...
 [ 14  14  11 ...  21  22  24]
 [ 14  14  12 ...  22  23  24]
 [ 14  14  12 ...  22  23  24]]",Pneumonia
2810,"[[ 29  31  34 ... 107  44  25]
 [ 31  35  32 ... 159  14  77]
 [ 31  38  35 ... 136  26  28]
 ...
 [ 16  16  15 ...  21  21  21]
 [ 17  15  14 ...  21  21  21]
 [ 17  17  14 ...  21  21  21]]",Pneumonia
2811,"[[112 113 119 ...  93  94  91]
 [110 115 116 ...  95  92  92]
 [114 116 116 ...  98  95  91]
 ...
 [ 86  96 102 ...  71  65  56]
 [ 88  98 103 ...  73  67  52]
 [ 89  93 103 ...  74  66  49]]",Pneumonia
2812,"[[ 7  6  7 ... 63 37 31]
 [ 9  9  8 ... 63 71 42]
 [10 10 10 ... 72 61 66]
 ...
 [14 17 16 ... 29  3  8]
 [16 17 16 ... 39  4 10]
 [16 17 16 ... 38  5 12]]",Pneumonia
2813,"[[ 0  0  0 ... 15 37 10]
 [ 0  0  0 ... 29 78 20]
 [ 0  0  4 ... 15 23 30]
 ...
 [ 3  6  7 ...  0  0  0]
 [ 1  5  1 ...  0  0  0]
 [ 1  4  7 ...  0  0  0]]",Pneumonia
2814,"[[24 26 25 ... 19 23 24]
 [27 23 23 ... 17 18 22]
 [23 21 21 ... 13 19 23]
 ...
 [19 19 20 ... 25 26 26]
 [20 19 18 ... 25 25 26]
 [21 19 18 ... 25 25 26]]",Pneumonia
2815,"[[ 25  30  24 ...  67  88  89]
 [ 27  29  32 ...  83  78 109]
 [ 99  27  34 ...  88  91  96]
 ...
 [ 15  16  15 ...  20  20  22]
 [ 14  15  15 ...  20  20  20]
 [ 14  14  14 ...  20  21  21]]",Pneumonia
2816,"[[ 51  40  46 ...  43  43  40]
 [ 45  43  49 ...  47  46  43]
 [ 40  46  49 ...  49  49  46]
 ...
 [ 96 110 114 ...  13  13  13]
 [ 93 109 113 ...  13  13  14]
 [ 95 105 111 ...  13  13  14]]",Pneumonia
2817,"[[ 60  62  62 ...  19  20  23]
 [ 60  65  65 ...  16  18  19]
 [ 71  67  66 ...  13  15  20]
 ...
 [166 170 165 ...  14  19  25]
 [165 170 167 ...  13  19  24]
 [159 168 168 ...  14  19  25]]",Pneumonia
2818,"[[158 158 160 ...  44  46  45]
 [152 156 166 ...  46  48  46]
 [150 157 162 ...  46  48  48]
 ...
 [ 99  55  19 ...  21  21  21]
 [ 81  29  14 ...  21  21  21]
 [ 40  53  36 ...  21  21  21]]",Pneumonia
2819,"[[ 17  17  25 ... 124  73  66]
 [ 14  14  25 ...  80  74  64]
 [ 14  14  18 ...  76  71  64]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Pneumonia
2820,"[[ 5 13 18 ...  8  8  9]
 [ 6 12 17 ...  8  8  8]
 [ 4 10 17 ...  8  8  8]
 ...
 [11 11 11 ... 12 12 12]
 [11 11 11 ... 12 12 12]
 [11 11 11 ... 12 12 12]]",Pneumonia
2821,"[[26 26 26 ... 35 31 26]
 [25 25 26 ... 35 30 23]
 [25 26 27 ... 35 28 20]
 ...
 [34 31 33 ... 88 76 59]
 [33 30 32 ... 90 74 54]
 [35 30 32 ... 88 76 59]]",Pneumonia
2822,"[[27 34 41 ... 35 29 21]
 [26 35 37 ... 37 28 20]
 [23 31 40 ... 34 26 19]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
2823,"[[ 57  36  31 ...  27  36  43]
 [ 53  37  27 ...  21  35  43]
 [ 51  36  21 ...  20  28  42]
 ...
 [ 22  26  26 ... 173 192 191]
 [ 24  26  26 ... 188 190 198]
 [ 26  26  26 ... 190 196 195]]",Pneumonia
2824,"[[ 9 14 19 ...  0  0  4]
 [ 6 16 16 ...  4  1  0]
 [ 5 14 15 ... 39 22 27]
 ...
 [ 4 14 19 ... 40 41 40]
 [ 9 13 18 ... 40 40 36]
 [ 7 12 20 ... 41 40 40]]",Pneumonia
2825,"[[82 89 87 ... 21 16 10]
 [87 90 92 ... 23 18 14]
 [88 87 93 ... 25 20 16]
 ...
 [ 5  6  5 ...  4  4  4]
 [ 5  5  6 ...  5  4  4]
 [ 5  5  6 ...  5  4  4]]",Pneumonia
2826,"[[32 33 27 ... 15 16 14]
 [26 25 18 ... 13 13 12]
 [21 24 56 ...  9 11 10]
 ...
 [29 29 27 ... 18 18 21]
 [25 29 29 ... 18 17 20]
 [30 29 28 ... 17 17 17]]",Pneumonia
2827,"[[ 41  56  67 ...  84  98 109]
 [ 46  61  71 ...  81  97 119]
 [ 55  60  71 ...  78  97 117]
 ...
 [ 27  68 119 ...   0   0   0]
 [ 23  78 119 ...   1   0   0]
 [ 25  86 100 ...   0   0   0]]",Pneumonia
2828,"[[ 4  9 12 ... 11  9  7]
 [ 4  8 11 ... 74 14  5]
 [ 4  8 11 ... 22 13  2]
 ...
 [ 1  1  0 ...  0  0  0]
 [ 1  0  1 ...  0  0  0]
 [ 4 10 52 ...  0  0  0]]",Pneumonia
2829,"[[114 117 118 ... 122 124 123]
 [112 116 119 ... 123 124 125]
 [111 113 112 ... 123 124 126]
 ...
 [103 108 116 ... 106  91  75]
 [ 98 109 119 ... 105  90  74]
 [ 95 109 119 ... 104  90  75]]",Pneumonia
2830,"[[ 6 10 15 ... 20 21 19]
 [ 7 12 15 ... 25 23 21]
 [ 8 12 22 ... 26 26 25]
 ...
 [ 7  7  6 ...  0  0  0]
 [ 7  7  6 ...  0  0  0]
 [ 7  7  6 ...  0  0  0]]",Pneumonia
2831,"[[ 40  35  38 ... 174 168 163]
 [ 37  36  36 ... 187 170 170]
 [ 37  41  43 ... 177 173 158]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Pneumonia
2832,"[[41 42 45 ... 43 42 42]
 [40 42 46 ... 43 42 45]
 [41 45 48 ... 45 46 52]
 ...
 [12 13  9 ... 10 19 15]
 [15 11 15 ... 13 17 18]
 [15 11 19 ... 12  8 15]]",Pneumonia
2833,"[[48 47 47 ... 78 75 71]
 [48 48 47 ... 74 77 74]
 [48 48 47 ... 76 76 71]
 ...
 [45 56 64 ... 91 91 86]
 [45 61 65 ... 90 90 84]
 [48 60 68 ... 90 88 85]]",Pneumonia
2834,"[[ 25  25  24 ...  21  24  24]
 [ 24  23  23 ...  21  21  20]
 [ 21  22  23 ...  25  21  17]
 ...
 [ 25  20  24 ...  87 126 161]
 [ 25  20  25 ... 104 139 143]
 [ 25  24  28 ... 109 141 154]]",Pneumonia
2835,"[[47 47 51 ... 48 47 43]
 [50 49 47 ... 50 49 48]
 [47 46 44 ... 49 48 45]
 ...
 [21 46 42 ... 43 44 44]
 [20 47 40 ... 43 43 43]
 [18 48 43 ... 43 44 44]]",Pneumonia
2836,"[[  0   0   8 ... 252  23  14]
 [  0   0   8 ... 252 241  15]
 [  0   0   9 ...  18  30  14]
 ...
 [ 30   4   5 ...   0   0   0]
 [  6   1   1 ...   0   0   1]
 [  5   5   1 ...   0   0   0]]",Pneumonia
2837,"[[ 11   9  10 ... 185 187 190]
 [  8   8   6 ... 153 165 174]
 [  6   6   6 ... 155 182 156]
 ...
 [ 26  38  57 ...  13  13  15]
 [  1  40  57 ...  13  13   2]
 [ 30  39  60 ...  13  13  14]]",Pneumonia
2838,"[[ 3  7 13 ... 82 77 69]
 [ 3  6 11 ... 78 72 65]
 [ 2  6 10 ... 79 71 64]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 2  0  0 ...  0  0  2]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
2839,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 1 0 0]
 [0 0 0 ... 1 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",Pneumonia
2840,"[[144 108  76 ...  15  21  23]
 [145 104  85 ...  12  19  17]
 [144 126 104 ...  32  17  14]
 ...
 [ 29  54  95 ...  25  29  29]
 [ 29  32 112 ...  24  29  29]
 [ 28  25 121 ...  25  27  28]]",Pneumonia
2841,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",Pneumonia
2842,"[[43 42 47 ... 43 43 41]
 [43 42 43 ... 45 45 43]
 [43 43 42 ... 40 41 43]
 ...
 [14  8 23 ... 68 61 62]
 [15  7 24 ... 67 65 65]
 [15  6 26 ... 67 64 62]]",Pneumonia
2843,"[[25 24 24 ... 49 47 50]
 [22 24 25 ... 50 48 51]
 [18 20 22 ... 49 51 50]
 ...
 [27 27 27 ... 40 40 42]
 [27 27 27 ... 40 41 44]
 [28 27 27 ... 41 43 56]]",Pneumonia
2844,"[[ 51  56  57 ... 135 132 135]
 [ 54  59  64 ... 128 128 130]
 [ 50  56  58 ... 128 128 133]
 ...
 [ 25  24  24 ...  11  13  15]
 [ 25  25  24 ...  10  12  14]
 [ 25  25  24 ...  10  12  14]]",Pneumonia
2845,"[[  0 253   0 ...   0   0   0]
 [  0 252   0 ...   0   0   0]
 [  0 253   1 ...   0   0   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Pneumonia
2846,"[[ 63  58  61 ...  77 102 100]
 [ 58  54  59 ...  78 100 102]
 [ 59  60  63 ...  81 109 103]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Pneumonia
2847,"[[ 17  24  28 ...  96 131 139]
 [ 18  21  32 ... 123 142 123]
 [ 17  26  31 ... 124 134 125]
 ...
 [  0   9  15 ...   4   1   4]
 [  0  11  17 ...   0  12   0]
 [  0  11  17 ...   0   0   0]]",Pneumonia
2848,"[[ 49  19  17 ...   8   9  10]
 [ 42  26  19 ...   8  10   8]
 [ 34  28  21 ...   8  10   8]
 ...
 [155  51  11 ...   4   7   5]
 [152  43  11 ...   4   7   5]
 [150  38  11 ...   5   9   9]]",Pneumonia
2849,"[[33 39 43 ... 28 36 27]
 [32 35 38 ...  9 29 25]
 [30 37 37 ... 44  0  5]
 ...
 [28 30 35 ... 12 32 67]
 [23 28 34 ... 14 24 65]
 [22 27 31 ... 12 32 70]]",Pneumonia
2850,"[[37 44 48 ... 20 38 17]
 [40 45 50 ... 48 30 41]
 [43 47 53 ... 55 45 31]
 ...
 [36 44 58 ... 22 31 36]
 [36 41 57 ... 23 35 37]
 [37 44 58 ... 27 33 39]]",Pneumonia
2851,"[[ 8 11 33 ... 57 56 52]
 [ 8 29 38 ... 57 54 51]
 [22 35 41 ... 58 55 54]
 ...
 [25 23 22 ... 25 21 21]
 [25 23 22 ... 28 19 20]
 [25 23 22 ... 25 22 20]]",Pneumonia
2852,"[[20 31 33 ... 29 27 24]
 [31 32 31 ... 30 29 26]
 [31 30 32 ... 32 30 27]
 ...
 [11 27 34 ...  8 10 10]
 [14 26 37 ...  8 10 10]
 [16 26 36 ...  8 10 10]]",Pneumonia
2853,"[[37 40 32 ... 24  9 13]
 [21 36 42 ... 22 18 21]
 [10 11 29 ... 43 41 47]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
2854,"[[56 58 58 ... 40 33 41]
 [56 60 60 ... 43 39 38]
 [57 60 62 ... 44 40 48]
 ...
 [16 11 50 ... 29 29 33]
 [21 11 48 ... 28 30 35]
 [18 13 50 ... 28 30 37]]",Pneumonia
2855,"[[21 22 24 ... 84 76 61]
 [18 19 21 ... 90 89 74]
 [15 14 13 ... 97 96 81]
 ...
 [40 37 43 ... 44 44 44]
 [37 38 43 ... 44 44 44]
 [39 46 41 ... 44 44 44]]",Pneumonia
2856,"[[ 67  71  76 ...  93  90  88]
 [ 69  72  74 ...  96  95  91]
 [ 68  73  74 ... 102  94  95]
 ...
 [ 76  97 108 ...  66  55  45]
 [ 75  93 104 ...  66  54  44]
 [ 78  96 103 ...  69  58  44]]",Pneumonia
2857,"[[ 28  37  39 ... 117 128 161]
 [ 34  35  39 ... 117 120 146]
 [ 34  37  41 ...  98 148 139]
 ...
 [ 23  22  22 ...  19  20  20]
 [ 23  22  22 ...  19  19  20]
 [ 23  22  22 ...  19  19  20]]",Pneumonia
2858,"[[ 21  22  21 ... 193 105 101]
 [ 21  20  19 ... 196 201 199]
 [ 21  19  17 ... 190 192 196]
 ...
 [ 26  26  24 ...  22  22  22]
 [ 26  25  25 ...  22  22  22]
 [ 26  25  25 ...  22  22  22]]",Pneumonia
2859,"[[ 6 14 23 ... 53 46 29]
 [ 6 12 20 ... 56 45 28]
 [ 5 12 18 ... 54 43 28]
 ...
 [ 1  0  0 ...  0  0  1]
 [ 7  0  0 ...  0  0  7]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
2860,"[[ 63  39  32 ...  40  39  29]
 [ 32  37 135 ...  39  40  36]
 [ 33 127 200 ...  42  39  37]
 ...
 [ 26  26  26 ...  30  31  31]
 [ 27  26  26 ...  30  31  31]
 [ 27  26  26 ...  30  31  31]]",Pneumonia
2861,"[[ 0  0 16 ... 49 41 46]
 [ 0  0 12 ... 51 32 35]
 [ 0  0 11 ... 38 32 33]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Pneumonia
2862,"[[64 67 78 ... 56 55 55]
 [67 64 90 ... 57 52 51]
 [64 88 84 ... 56 55 49]
 ...
 [16 15 15 ... 21 22 22]
 [16 14 14 ... 21 22 22]
 [16 14 13 ... 21 22 22]]",Pneumonia
2863,"[[ 47  51  59 ...  19  18  18]
 [ 54  52  56 ...  17  17  17]
 [ 53  45  49 ...  15  15  15]
 ...
 [ 49  73  87 ...  24  24  24]
 [ 52  77  89 ...  27  24  24]
 [ 53  75 103 ...  27  24  24]]",Pneumonia
